433,SMT00000001,1,123.e45,1538076668,1538103269,1539593631,5957,8070,1278,213,1539593635
432,SMT00000001,1,123.e45,1538076668,1538103269,1539593621,5957,8070,1278,213,1539593625
431,SMT00000001,1,123.e45,1538076668,1538103269,1539593611,5957,8070,1278,213,1539593615
430,SMT00000001,1,123.e45,1538076668,1538103269,1539593601,5957,8070,1278,213,1539593605
429,SMT00000001,1,123.e45,1538076668,1538103269,1539593591,5957,8070,1278,213,1539593595
428,SMT00000001,1,123.e45,1538076668,1538103269,1539593581,5957,8070,1278,213,1539593585
427,SMT00000001,1,123.e45,1538076668,1538103269,1539593571,5957,8070,1278,213,1539593575
426,SMT00000001,1,123.e45,1538076668,1538103269,1539593561,5957,8070,1278,213,1539593565
425,SMT00000001,1,123.e45,1538076668,1538103269,1539593551,5957,8070,1278,213,1539593555
424,SMT00000001,1,123.e45,1538076668,1538103269,1539593541,5957,8070,1278,213,1539593545
423,SMT00000001,1,123.e45,1538076668,1538103269,1539593531,5957,8070,1278,213,1539593535
422,SMT00000001,1,123.e45,1538076668,1538103269,1539593521,5957,8070,1278,213,1539593525
421,SMT00000001,1,123.e45,1538076668,1538103269,1539593511,5957,8070,1278,213,1539593515
420,SMT00000001,1,123.e45,1538076668,1538103269,1539593501,5957,8070,1278,213,1539593505
419,SMT00000001,1,123.e45,1538076668,1538103269,1539593491,5957,8070,1278,213,1539593495
418,SMT00000001,1,123.e45,1538076668,1538103269,1539593481,5957,8070,1278,213,1539593485
417,SMT00000001,1,123.e45,1538076668,1538103269,1539593471,5957,8070,1278,213,1539593475
416,SMT00000001,1,123.e45,1538076668,1538103269,1539593461,5957,8070,1278,213,1539593465
415,SMT00000001,1,123.e45,1538076668,1538103269,1539593451,5957,8070,1278,213,1539593455
414,SMT00000001,1,123.e45,1538076668,1538103269,1539593441,5957,8070,1278,213,1539593445
413,SMT00000001,1,123.e45,1538076668,1538103269,1539593431,5957,8070,1278,213,1539593435
412,SMT00000001,1,123.e45,1538076668,1538103269,1539593421,5957,8070,1278,213,1539593425
411,SMT00000001,1,123.e45,1538076668,1538103269,1539593411,5957,8070,1278,213,1539593415
410,SMT00000001,1,123.e45,1538076668,1538103269,1539593401,5957,8070,1278,213,1539593405
409,SMT00000001,1,123.e45,1538076668,1538103269,1539593391,5957,8070,1278,213,1539593395
393,SMT00000001,1,123.e45,1538076668,1538103269,1539593231,5957,8070,1278,213,1539593235
394,SMT00000001,1,123.e45,1538076668,1538103269,1539593241,5957,8070,1278,213,1539593245
395,SMT00000001,1,123.e45,1538076668,1538103269,1539593251,5957,8070,1278,213,1539593255
396,SMT00000001,1,123.e45,1538076668,1538103269,1539593261,5957,8070,1278,213,1539593265
397,SMT00000001,1,123.e45,1538076668,1538103269,1539593271,5957,8070,1278,213,1539593275
398,SMT00000001,1,123.e45,1538076668,1538103269,1539593281,5957,8070,1278,213,1539593285
399,SMT00000001,1,123.e45,1538076668,1538103269,1539593291,5957,8070,1278,213,1539593295
400,SMT00000001,1,123.e45,1538076668,1538103269,1539593301,5957,8070,1278,213,1539593305
401,SMT00000001,1,123.e45,1538076668,1538103269,1539593311,5957,8070,1278,213,1539593315
402,SMT00000001,1,123.e45,1538076668,1538103269,1539593321,5957,8070,1278,213,1539593325
403,SMT00000001,1,123.e45,1538076668,1538103269,1539593331,5957,8070,1278,213,1539593335
404,SMT00000001,1,123.e45,1538076668,1538103269,1539593341,5957,8070,1278,213,1539593345
405,SMT00000001,1,123.e45,1538076668,1538103269,1539593351,5957,8070,1278,213,1539593355
406,SMT00000001,1,123.e45,1538076668,1538103269,1539593361,5957,8070,1278,213,1539593365
407,SMT00000001,1,123.e45,1538076668,1538103269,1539593371,5957,8070,1278,213,1539593375
408,SMT00000001,1,123.e45,1538076668,1538103269,1539593381,5957,8070,1278,213,1539593385
